Sl No,REGISTERED DISTRICT,Registered PS,FIR No.,TRANSFERRED DISTRICT,Transferred PS,Re registered FIR No.,Reason for transferring FIR,Location,Latitude,Longitude
321,MAWAI,BARABANKI,0183/2016,ASANDRA,,घटना स्थल थाना क्षेत्र असन्रा का होने के कारण,,"MAWAI ,BARABANKI ",26.7412362,81.5870604
322,INAYATNAGAR,GORAKHPUR,1600/2016,CANTT,,ि0ु अ0स0ं 1600/16 धारा 41/411 IPC से सम्बन्न्धत गाडी से सम्बन्न्धत ि0ु अ0स0ं 880/14 धारा 379 IPC थाना कै न्ट न्जला गोरखपुर से सम्बन्न्धत है व िसू री गाडी ि0ु अ0स0ं 530/15 धारा 379IPCथाना कैन्ट न्जला गोरखपुर िें चोरी का िुकििा पंजीकृत है अतः उच्चामधकारी गणों के आिेशानुसार बववेचना थाना कैन्ट जनपि गोरखपुर स्थानान्तरण हकया जाता है।,,"INAYATNAGAR ,GORAKHPUR ",26.7605545,83.3731675
323,CANTT,MAHRAJGANJ,0005/2015,GHUGHALI,,घटना स्थल थाना घुघली जनपि िहराज गंज का होने के कारण,,"CANTT ,MAHRAJGANJ ",27.1446035,83.5621737
324,HAIDERGANJ,SULTANPUR,0260/2015,KUREBHAR,,घटनास्थल थाना कू डेभार होने के कारण,,"HAIDERGANJ ,SULTANPUR ",26.2585371,82.0659858
325,KOTWALI NAGAR,FIROZABAD,0471/2016,GRP TUNDLA JUNCTION,,सम्बन्न्धत प्रकरण का टूंडला स्टेशन पर होने के कारण,,"KOTWALI NAGAR ,FIROZABAD ",27.1591961,78.3957331
326,GOSAINGANJ,AMBEDKAR NAGAR,0264/2017,ALAPUR,,थाना आलापुर िें पंजीकृ त अमभयोग 75/17 धारा 379 भािबव से सम्बन्न्धत एक अिि बोलेरो नं UP 50 E 8200 से बिलकर UP 45 E 8082 मलखकर प्रयुक्त करना िुकििा उपरोक्त से सम्बन्न्धत वाहन कस्बा गोशाईगंज से वरािि होने के कारण ि0ु अ0स0ं 264/17 धारा 420/41/411/413 भािबव स्थानान्तररत की जा रही है।,,"GOSAINGANJ ,AMBEDKAR NAGAR ",26.56989,82.3820274
327,TARUN,AMBEDKAR NAGAR,0195/2016,BHITI,,बबबेचना संबंमधत थाने पर होने के कारण,,"TARUN ,AMBEDKAR NAGAR ",26.3745075,82.6915429
328,KHANDASA,AMETHI,0000/2015,MUSAFIRKHANA,,बरािि िो0सा0 का सम्बन्ध थाना िुसाहफर खाना जनपि अिेठी से है,,"KHANDASA ,AMETHI ",26.5981895,81.7923718
329,TARUN,AMETHI,0048/2016,BAZARSHUKUL,,बबबेचना संबंमधत थाने पर होने के कारण,,"TARUN ,AMETHI ",26.1540538,81.814238
330,MAWAI,LUCKNOW,0120/2017,GAZIPUR,0774/2017,घटनास्थल थाना गाजीपुर जनपि लखनऊ होने के कारण हस्व आिेश श्रीिान वररष्ठ पुमलस अमधक्षक िहोिय फैजाबाि के बववेचना थाना िवई जनपि फै जाबाि से थाना गाजीपुर जनपि फै जाबाि को स्थानान्तरण हकया जा रहा है,,"MAWAI ,LUCKNOW ",26.8466937,80.946166
331,KOTWALI RUDAULI,LUCKNOW,0000/2016,P.G.I.,,प्रकरण िें घटना स्थल थाना क्षेत्र पी0जी0आई0 लखनऊ िें प्रकाश िें आया,,"KOTWALI RUDAULI ,LUCKNOW ",26.8466937,80.946166
333,AMRITPUR,HARDOI,0091/2017,SANDILA,,थाना सण्डीला से सम्बन्न्धत,,"AMRITPUR ,HARDOI ",27.3965071,80.1250479
334,FATEHGARH KOTWALI,KANPUR CITY,0108/2015,KALYANPUR,,इसी घटना के सम्बन्ध िें थाना कल्यानपुर जनपि कानपुर नगर पूवट से अमभयोग पंजीकृत है।,,"FATEHGARH KOTWALI ,KANPUR CITY ",26.4720463,80.3510178
335,MOHMADABAD,KANPUR CITY,0526/2015,ANWARGANJ,,बववेचना मनष्पक्ष कराये जाने हेतु श्रीिान पुमलस उपिहामनरीक्षक के आिेश के क्रि िें बववेचना जनपि फतेहगढ से कानपुर नगर स्थानान्तररत की जाती है,,"MOHMADABAD ,KANPUR CITY ",25.6168488,83.7531127
336,GRP FARRUKHABAD,KANPUR CITY,0021/2016,GRP KANPUR,,घटनास्थल grp कानपुर सेन्ट्रल होने के कारण हि0 11/08/2016 को स्थानान्तररत हकया गया,,"GRP FARRUKHABAD ,KANPUR CITY ",27.3825853,79.5840195
337,GRP FARRUKHABAD,KANPUR CITY,0024/2016,GRP KANPUR,,घटनास्थल थाना grp कानपुर सेन्ट्रल का होने के कारण हि0 02/08/16 को स्थानान्तररत हकया गया,,"GRP FARRUKHABAD ,KANPUR CITY ",27.3825853,79.5840195
338,GRP FARRUKHABAD,KANPUR CITY,0025/2016,GRP KANPUR,,घटनास्थल थाना grp कानपुर सेन्ट्रल होने के कारण हि0 01/08/2016 को स्थानान्तररत हकया गया।,,"GRP FARRUKHABAD ,KANPUR CITY ",27.3825853,79.5840195
339,NAWABGANJ,MAINPURI,0333/2016,ALLAU,,िैनपुरी स्थानान्तरण,,"NAWABGANJ ,MAINPURI ",27.2281937,79.0251659
340,MOHMADABAD,GHAZIABAD,2000/2016,VIJAY NAGAR,,घटना स्थल थाना क्षेत्र बवजय नगर जनपि गान्जयाबाि स्थानान्तररत की जाती है,,"MOHMADABAD ,GHAZIABAD ",28.6691565,77.4537578
341,NAWABGANJ,GHAZIABAD,0032/2015,GHAZIABAD KOTWALI,,घटना स्थल गान्जयाबाि का होने के कारण,,"NAWABGANJ ,GHAZIABAD ",28.6691565,77.4537578
342,KAYAMGANJ,FATEHGARH,0467/2016,SAMSABAD,,श्रीिान पुमलस अधीक्षक िहोिय के आिे शानुसार,,"KAYAMGANJ ,FATEHGARH ",27.5540047,79.3296565
343,KAYAMGANJ,FATEHGARH,0596/2016,RAJEPUR,0295/2016,बववेचना SO राजेपुर िहोिय िारा सम्पाहित की जाएगी,,"KAYAMGANJ ,FATEHGARH ",27.5540047,79.3296565
344,KAYAMGANJ,FATEHGARH,0646/2016,SAMSABAD,,श्रीिान क्षेत्रामधकारी िहोिय के आिेशानुसार,,"KAYAMGANJ ,FATEHGARH ",27.5540047,79.3296565
345,KAMALGANJ,FATEHGARH,0412/2015,MOHMADABAD,,आिेश क्षेत्रामधकारी,,"KAMALGANJ ,FATEHGARH ",27.2590797,79.6319636
346,KAMALGANJ,FATEHGARH,0027/2017,JAHANGANJ,0001/2017,उपरोक्त िुकििा थाना जहानगंज से सम्वन्न्धत है। तथा घटना स्थल भी थाना जहानगंज क्षेत्र का है।,,"KAMALGANJ ,FATEHGARH ",27.2590797,79.6319636
347,KAMALGANJ,FATEHGARH,0033/2017,GRP FARRUKHABAD,,िुकििा उपरोक्त थाना जी.आर.पी.फरुटखाबाि से सम्वन्न्धत है।,,"KAMALGANJ ,FATEHGARH ",27.2590797,79.6319636
348,MAUDARWAZA,FATEHGARH,0000/2015,MOHMADABAD,,घटना स्थल थाना िोहम्ििाबाि से सम्बन्न्धत होने के कारण,,"MAUDARWAZA ,FATEHGARH ",27.3952432,79.5690848
349,MAUDARWAZA,FATEHGARH,0517/2015,FARRUKHABAD KOTWALI,,घटना स्थल थाना कोतवाली फरूटखाबाि से सम्बन्न्धत होने के कारण,,"MAUDARWAZA ,FATEHGARH ",27.3952432,79.5690848
350,MAUDARWAZA,FATEHGARH,0524/2015,JAHANGANJ,,घटनास्थल थाना जहानगंज का होने के कारण,,"MAUDARWAZA ,FATEHGARH ",27.3952432,79.5690848
351,MAUDARWAZA,FATEHGARH,0070/2016,MAUDARWAZA,,थाना स्थानीय पर घटना स्थल का होना,,"MAUDARWAZA ,FATEHGARH ",27.3952432,79.5690848
352,MAUDARWAZA,FATEHGARH,0904/2016,FARRUKHABAD KOTWALI,,घटना स्थल थाना कोतवाली फरूटखाबाि से सम्बन्न्धत होने के कारण,,"MAUDARWAZA ,FATEHGARH ",27.3952432,79.5690848
353,MAUDARWAZA,FATEHGARH,0905/2016,MOHMADABAD,,घटनास्थल थाना िोहम्ििाबाि क्षेत्र का होना,,"MAUDARWAZA ,FATEHGARH ",27.3952432,79.5690848
354,MAUDARWAZA,FATEHGARH,0092/2017,KAMALGANJ,0241/2017,घटना स्थल थाना किालगंज से सम्बन्न्धत है,,"MAUDARWAZA ,FATEHGARH ",27.3952432,79.5690848
355,MAUDARWAZA,FATEHGARH,0169/2017,MOHMADABAD,,थाना घटना स्थल थाना िो0 बाि से सम्बन्न्धत है,,"MAUDARWAZA ,FATEHGARH ",27.3952432,79.5690848
356,MAUDARWAZA,FATEHGARH,0170/2017,KAMALGANJ,,घटना स्थल किालगंज से सम्बन्न्धत है ।,,"MAUDARWAZA ,FATEHGARH ",27.3952432,79.5690848
357,MAUDARWAZA,FATEHGARH,0323/2017,NAWABGANJ,0212/2017,घटना स्थल थाना नवावगंज का होने के कारण,,"MAUDARWAZA ,FATEHGARH ",27.3952432,79.5690848
358,MAUDARWAZA,FATEHGARH,0326/2017,NAWABGANJ,0213/2017,घटना स्थल थाना नवावगंज से सम्बन्न्धत होने के कारण,,"MAUDARWAZA ,FATEHGARH ",27.3952432,79.5690848
359,FATEHGARH KOTWALI,BAREILLY,0396/2016,BARADARI,,घटना स्थल जनपि बरेली को होने कारण,,"FATEHGARH KOTWALI ,BAREILLY ",28.3586256,79.4174851
360,RAJEPUR,BAREILLY,0084/2016,NAWABGANJ,,घटनास्थल परवन थाना नवाबगंज जनपि बरेली से सम्बन्न्धत होने के कारण,,"RAJEPUR ,BAREILLY ",28.3670355,79.4304381
361,MOHMADABAD,FATEHGARH,0508/2015,RAJEPUR,,श्रीिान पुमलस अधीक्षक िहोिय के आिेशानुसार बववेचना मनष्पक्ष कराये जाने हेतु बववेचना थाना राजेपुर स्थानान्तररत की जाती है,,"MOHMADABAD ,FATEHGARH ",27.3672904,79.6221368
362,NAWABGANJ,FATEHGARH,0295/2015,MAUDARWAZA,,जांच transfer,,"NAWABGANJ ,FATEHGARH ",26.9268042,81.1833809
363,NAWABGANJ,FATEHGARH,0136/2016,MAUDARWAZA,,janch hetu,,"NAWABGANJ ,FATEHGARH ",26.9268042,81.1833809
364,NAWABGANJ,FATEHGARH,0313/2016,MOHMADABAD,,घटना िसू रे थाने की होना,,"NAWABGANJ ,FATEHGARH ",26.9268042,81.1833809
365,NAWABGANJ,FATEHGARH,0390/2016,MOHMADABAD,,सही तथ्य व जांच हेतु,,"NAWABGANJ ,FATEHGARH ",26.9268042,81.1833809
367,RAJEPUR,FATEHGARH,0132/2016,JAHANGANJ,0214/2016,िाननीयपुमलसअधीक्षकिहोियके आिेशहिं022/6/16कोथाना राजेपुर से थाना जहानगंज को स्थानान्तररत हकया गया,,"RAJEPUR ,FATEHGARH ",27.4826912,79.6607359
368,SAMSABAD,FATEHGARH,0140/2017,NAWABGANJ,,घटनास्थल थाना नबावगंज जनपि फरुटखाबाि क्षेत्र िें होने के कारण,,"SAMSABAD ,FATEHGARH ",27.3672904,79.6221368
369,KAMALGANJ,KANNAUJ,0411/2015,KOTWALI GURSAHAIGANJ,,आिेश न्यायालय,,"KAMALGANJ ,KANNAUJ ",27.0514156,79.9136731
370,MOHMADABAD,KANNAUJ,0080/2015,KOTWALI CHHIBRAMAU,,घटना स्थल पीएनबी शाखा मछबरािऊ कन्नौज का पाया जाने पर,,"MOHMADABAD ,KANNAUJ ",27.0514156,79.9136731
371,MOHMADABAD,KANNAUJ,0505/2015,SAURIKH,,घटना स्थल ग्राि सकरावा थाना सौररख जनपि कन्नौज का होने के कारण,,"MOHMADABAD ,KANNAUJ ",27.0514156,79.9136731
372,NAWABGANJ,KANNAUJ,0226/2015,KOTWALI KANNAUJ,,janch hetu,,"NAWABGANJ ,KANNAUJ ",27.0514156,79.9136731
374,GAZIPUR,KANPUR CITY,1000/2016,MAHARAJPUR,,हि0 14.12.16 को यह बववेचना िो0सा0 ि0अ0स0ं 516/16 धारा 379 सुपुिट की गयी,,"GAZIPUR ,KANPUR CITY ",23.9905079,90.3877184
375,BAKEWAR,FATEHPUR,0176/2016,BINDKI,,घटना उक्त थाना क्षेत्र से सम्बन्न्धत है।,,"BAKEWAR ,FATEHPUR ",26.0988441,80.4778422
376,BINDKI,FATEHPUR,0110/2016,ZAFARGANJ,0043/2017,घटना स्थल थाना जाफरगंज होने के कारण,,"BINDKI ,FATEHPUR ",26.0285577,80.5771737
377,CHANDPUR,FATEHPUR,0295/2016,BINDKI,0838/2016,घटनास्थल बबन्िकी कोतवाली के क्षेत्र िें होने के कारण,,"CHANDPUR ,FATEHPUR ",25.9161997,80.7643952
378,GAZIPUR,FATEHPUR,0017/2016,LALAULI,,श्रत्रे ामधकारी िहोिय जाफरगंज फतेहपुर के आिेशानुसार,,"GAZIPUR ,FATEHPUR ",25.8010297,80.7505417
379,ZAFARGANJ,FATEHPUR,0259/2016,BINDKI,0831/2016,आिेश श्रीिान पुमलस अधीक्षक िहोिय क्योहक घटनास्थल थाना बबन्िकी का है,,"ZAFARGANJ ,FATEHPUR ",25.9159921,80.5014703
380,THARIAON,FATEHPUR,0256/2015,GRP FATEHPUR,,घटना जीआरपी क्षेत्र होने के कारण एफआईआर स्थानान्तररत की गयी।,,"THARIAON ,FATEHPUR ",25.8375129,80.9897917
382,DADRI,GHAZIABAD,0025/2016,KAVI NAGAR,,चोरी की िोटर साईहकल थाना कबवनगर से सम्बन्न्धत है ।,,"DADRI ,GHAZIABAD ",28.6691565,77.4537578
383,DADRI,GHAZIABAD,0407/2016,KHODA,,ट्रैक्टर ट्राली थाना खोडा से सम्बन्न्धत है ।,,"DADRI ,GHAZIABAD ",28.6691565,77.4537578
384,NOIDA SECTOR-24,MORADABAD,0607/2016,CIVIL LINES,,घटना स्थल मसबवल लाइन्स िुरािाबाि का पाये जाने के कारण,,"NOIDA SECTOR-24 ,MORADABAD ",28.8386481,78.7733286
385,NOIDA SECTOR-49,GAUTAM BUDH NAGAR,0421/2015,NOIDA SECTOR-49,,Io का बिलना,,"NOIDA SECTOR-49 ,GAUTAM BUDH NAGAR ",28.5636272,77.3725608
386,NOIDA PHASE-II,GAUTAM BUDH NAGAR,0164/2015,EXPRESSWAY,,घटना स्थल के आधार पर,,"NOIDA PHASE-II ,GAUTAM BUDH NAGAR ",28.5385481,77.4075181
387,NOIDA PHASE-II,GAUTAM BUDH NAGAR,0176/2017,NOIDA SECTOR-39,1041/2017,घटना स्थल थाना स0ै 39 से सम्बन्न्धत होने के कारण।,,"NOIDA PHASE-II ,GAUTAM BUDH NAGAR ",28.5385481,77.4075181
388,NOIDA PHASE-II,GAUTAM BUDH NAGAR,0263/2015,EXPRESSWAY,,आिेशानुसार पुमलस अधीक्षक नगर पत्र संख्या आर/एसपीएन 25/2015,,"NOIDA PHASE-II ,GAUTAM BUDH NAGAR ",28.5385481,77.4075181
389,NOIDA PHASE-II,GAUTAM BUDH NAGAR,0266/2015,MAHILA THANA,,थाना प्रभारी के आिे शानुसार,,"NOIDA PHASE-II ,GAUTAM BUDH NAGAR ",28.5385481,77.4075181
390,NOIDA PHASE-II,GAUTAM BUDH NAGAR,0326/2015,NOIDA SECTOR-39,,सैक्टर 39 िें पहले से ही अमभयुक्त के न्खलाफ िौ0सा0 चोरी का ि0ु अ0 स0ं 670/15 धारा 379 भािबव िजट है। अतः बववेचना सैक्टर 39 थानें को स्थानांतररत की जाती है।,,"NOIDA PHASE-II ,GAUTAM BUDH NAGAR ",28.5385481,77.4075181
391,NOIDA PHASE-II,GAUTAM BUDH NAGAR,0627/2016,NOIDA PHASE-II,,registered,,"NOIDA PHASE-II ,GAUTAM BUDH NAGAR ",28.5385481,77.4075181
392,BISRAKH,GAUTAM BUDH NAGAR,7011/2017,NOIDA SECTOR-58,,घटना का स0ै 62 थाना स0ै 58 िें होना बताया गया है।,,"BISRAKH ,GAUTAM BUDH NAGAR ",28.568093,77.4344775
393,DADRI,GAUTAM BUDH NAGAR,0101/2016,JARCHA,,गैंगस्टर एक्ट,,"DADRI ,GAUTAM BUDH NAGAR ",28.5525772,77.55481
394,JARCHA,GAUTAM BUDH NAGAR,0155/2016,CYBER CRIME POLICE STATION,,IT Act का िुकििा होने के कारण,,"JARCHA ,GAUTAM BUDH NAGAR ",28.5708394,77.6521807
395,NOIDA SECTOR-20,GAUTAM BUDH NAGAR,7016/2016,NOIDA SECTOR-24,,घटना स्थल थाना नौएडा सैक्टर 24 का होने के कारण,,"NOIDA SECTOR-20 ,GAUTAM BUDH NAGAR ",28.5839608,77.3310067
396,NOIDA SECTOR-39,GAUTAM BUDH NAGAR,0346/2016,NOIDA SECTOR-39,,उक्त एफआईआर हिनााँक 30.04.2016 को िूल सिस्त पत्रो सहहत पत्राचार कर िी गयी थी,,"NOIDA SECTOR-39 ,GAUTAM BUDH NAGAR ",28.5720533,77.3568485
398,NIWARI,GHAZIABAD,0155/2014,MURAD NAGAR,,घटना स्थल िुराि नगर का होने के कारण,,"NIWARI ,GHAZIABAD ",28.8741722,77.5361462
399,NIWARI,GHAZIABAD,0204/2015,MAHILA THANA,,िहेज सम्बन्न्धत िािलों की बववेचना िहहला थाने से,,"NIWARI ,GHAZIABAD ",28.8741722,77.5361462
400,NIWARI,GHAZIABAD,0137/2016,MAHILA THANA,,िहेज से सम्बन्न्धत िुकििा,,"NIWARI ,GHAZIABAD ",28.8741722,77.5361462
401,NIWARI,GHAZIABAD,0155/2016,MAHILA THANA,,िहहला थाने से सम्बन्न्धत िुकििा होने के कारण,,"NIWARI ,GHAZIABAD ",28.8741722,77.5361462
402,MASURI,GHAZIABAD,9995/2015,MAHILA THANA,,िहहला से सम्बन्न्धत अपराध,,"MASURI ,GHAZIABAD ",28.6924133,77.5519662
403,MASURI,GHAZIABAD,9997/2015,MAHILA THANA,0305/2015,िहहला से सम्बन्न्धत िुकििा,,"MASURI ,GHAZIABAD ",28.6924133,77.5519662
404,MURAD NAGAR,GHAZIABAD,2616/2016,MAHILA THANA,0210/2016,26/05/2016 मनल पर एफआईआर को िहहला थाना भेजा गयी।,,"MURAD NAGAR ,GHAZIABAD ",28.7718326,77.5074593
405,MURAD NAGAR,GHAZIABAD,3016/2016,MAHILA THANA,0175/2016,िहहला से सम्बन्न्धत अपराध होने के कारण मनल पर हकता कर िहहला थाना स्थानान्तररत हकया गया,,"MURAD NAGAR ,GHAZIABAD ",28.7718326,77.5074593
406,MURAD NAGAR,GHAZIABAD,7001/2017,MODI NAGAR,7024/2017,घटना स्थल िोिीनगर होने के कारण,,"MURAD NAGAR ,GHAZIABAD ",28.7718326,77.5074593
407,GHAZIABAD KOTWALI,GHAZIABAD,0508/2016,LINK ROAD,,घटना थाना मलंकरोड क्षेत्र का होने के कारण,,"GHAZIABAD KOTWALI ,GHAZIABAD ",28.6567165,77.4296771
408,GHAZIABAD KOTWALI,GHAZIABAD,0712/2016,SIHANI GATE,1592/2016,घटनास्थल थाना मसहानीगेट का है।,,"GHAZIABAD KOTWALI ,GHAZIABAD ",28.6567165,77.4296771
409,GHAZIABAD KOTWALI,GHAZIABAD,0931/2016,SIHANI GATE,0361/2017,घटना स्थल थाना मसहानीगेट का होने के कारण,,"GHAZIABAD KOTWALI ,GHAZIABAD ",28.6567165,77.4296771
410,BHOJPUR,MEERUT,0264/2017,BHAWANPUR,,घटनास्थल थाना भावनपुर िेरठ का होने का कारण,,"BHOJPUR ,MEERUT ",28.8050495,77.6249734
411,BHOJPUR,MEERUT,0306/2017,KANKAR KHERA,,घटनास्थल थाना कंकरखेडा का होने के कारण,,"BHOJPUR ,MEERUT ",28.8050495,77.6249734
412,GHAZIABAD KOTWALI,GHAZIABAD,7004/2016,KAVI NAGAR,,घटनास्थल कबवनगर थाना क्षेत्र का होने के कारण,,"GHAZIABAD KOTWALI ,GHAZIABAD ",28.6567165,77.4296771
413,GHAZIABAD KOTWALI,GHAZIABAD,7005/2016,KAVI NAGAR,,घटनास्थल थाना कबवनगर होने के कारण,,"GHAZIABAD KOTWALI ,GHAZIABAD ",28.6567165,77.4296771
414,GHAZIABAD KOTWALI,GHAZIABAD,9999/2016,MAHILA THANA,0086/2016,अपराध िहहला से सम्बन्न्धत होने के कारण िुकििा अपराध संख्या मनल पर हकता कर िहहला थाना गान्जयाबाि स्थानान्तररत की गयी,,"GHAZIABAD KOTWALI ,GHAZIABAD ",28.6567165,77.4296771
415,GHAZIABAD KOTWALI,GHAZIABAD,0298/2017,SIHANI GATE,0493/2017,घटना स्थल थाना मसहानी गेट क्षेत्र का होने के कारण,,"GHAZIABAD KOTWALI ,GHAZIABAD ",28.6567165,77.4296771
416,GHAZIABAD KOTWALI,GHAZIABAD,0390/2017,SIHANI GATE,0843/2017,घटना थाना मसहानी गेट क्षेत्र की होने के कारण,,"GHAZIABAD KOTWALI ,GHAZIABAD ",28.6567165,77.4296771
417,GHAZIABAD KOTWALI,GHAZIABAD,7004/2017,SIHANI GATE,7034/2017,घटनास्थल थाना मसहानीगेट क्षेत्र से सम्बन्न्धत होने के कारण,,"GHAZIABAD KOTWALI ,GHAZIABAD ",28.6567165,77.4296771
418,GHAZIABAD KOTWALI,GHAZIABAD,7008/2017,MASURI,7005/2017,घटनास्थल थाना िसूरी से सम्बन्न्धत होने के कारण,,"GHAZIABAD KOTWALI ,GHAZIABAD ",28.6567165,77.4296771
419,GHAZIABAD KOTWALI,GHAZIABAD,7011/2017,SIHANI GATE,7124/2017,घटनास्थल मसहानीगेट थाना क्षेत्र से सम्बन्न्धत होने के कारण,,"GHAZIABAD KOTWALI ,GHAZIABAD ",28.6567165,77.4296771
420,GHAZIABAD KOTWALI,GHAZIABAD,7013/2017,SIHANI GATE,0834/2017,घटनास्थल थाना मसहानी गेट का होने के कारण,,"GHAZIABAD KOTWALI ,GHAZIABAD ",28.6567165,77.4296771
421,INDRAPURAM,GHAZIABAD,0069/2015,MAHILA THANA,,िहहला सम्बन्धी अपराध होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
422,INDRAPURAM,GHAZIABAD,0113/2015,MAHILA THANA,,िहहला सम्बन्न्ध अपराध होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
423,INDRAPURAM,GHAZIABAD,0362/2015,KHODA,,घटना क्षेत्र थाना खोडा का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
424,INDRAPURAM,GHAZIABAD,0450/2015,MAHILA THANA,,िहहला सम्बन्न्ध अपराध होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
425,INDRAPURAM,GHAZIABAD,0487/2015,INDRAPURAM,,िहहला सम्बन्धी अपराध होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
426,INDRAPURAM,GHAZIABAD,0327/2016,LINK ROAD,,घटना स्थल थाना मलकं रोड क्षेत्रान्तगतट होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
427,INDRAPURAM,GHAZIABAD,2230/2014,MAHILA THANA,,िहहला सम्बन्धी अपराध होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
428,INDRAPURAM,GHAZIABAD,0998/2015,SAHIBABAD,,घटना क्षेत्र थाना साहहबाबाि का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
429,INDRAPURAM,GHAZIABAD,1227/2015,MAHILA THANA,,िहहला सम्बन्धी अपराध होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
430,INDRAPURAM,GHAZIABAD,1797/2015,MAHILA THANA,,िहहला सम्बन्धी अपराध होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
431,INDRAPURAM,GHAZIABAD,9991/2015,MAHILA THANA,,िहहला सम्बन्न्धत अपराध होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
432,INDRAPURAM,GHAZIABAD,9992/2015,MAHILA THANA,,िहहला सम्बन्न्धत अपराध होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
434,INDRAPURAM,GHAZIABAD,7303/2016,GHAZIABAD KOTWALI,7002/2016,घटना स्थल कोतवाली क्षेत्रान्तगतट आता है,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
435,INDRAPURAM,GHAZIABAD,7388/2016,KHODA,7005/2016,घटना स्थल थाना खोडा का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
436,INDRAPURAM,GHAZIABAD,7473/2016,SAHIBABAD,,घटनास्थल थाना साहहबाबाि का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
437,INDRAPURAM,GHAZIABAD,7552/2016,LINK ROAD,,घटना स्थल थाना मलंक रोड का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
438,INDRAPURAM,GHAZIABAD,7811/2016,SIHANI GATE,1652/2016,घटना स्थल थाना मसंहानी गेट का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
439,INDRAPURAM,GHAZIABAD,7096/2017,LINK ROAD,,घटनास्थल थाना मलंकरोड का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
440,INDRAPURAM,GHAZIABAD,7138/2017,KAVI NAGAR,7008/2017,घटना स्थल थानाक्षेत्र कबवनगर का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
441,INDRAPURAM,GHAZIABAD,7176/2017,VIJAY NAGAR,7013/2017,घटनास्थल थाना बवजय नगर का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
442,INDRAPURAM,GHAZIABAD,7183/2017,SIHANI GATE,7036/2017,घटनास्थल थाना मसहानीगेट गा0बाि का है,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
443,INDRAPURAM,GHAZIABAD,7196/2017,SIHANI GATE,7045/2017,घटना स्थल थाना मसंहानी गेट का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
444,INDRAPURAM,GHAZIABAD,7237/2017,TRONICA CITY,,घटनास्थल थाना ट्रोमनका मसटी गान्जयाबाि का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
445,INDRAPURAM,GHAZIABAD,7256/2017,SIHANI GATE,7051/2017,घटना स्थल थाना मसंहानी गेट का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
446,INDRAPURAM,GHAZIABAD,7536/2017,LINK ROAD,2027/2017,घटना स्थल थाना मलंक रोड का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
447,INDRAPURAM,GHAZIABAD,7537/2017,LINK ROAD,,घटना स्थल थाना मलंक रोड का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
448,INDRAPURAM,GHAZIABAD,7538/2017,LINK ROAD,,घटना स्थल थाना मलंक रोड का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
449,INDRAPURAM,GHAZIABAD,7578/2017,SAHIBABAD,,घटना क्षेत्र साहहबाबाि थाना के अन्तगतट आता है,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
450,INDRAPURAM,GHAZIABAD,7909/2017,GHAZIABAD KOTWALI,,घटना क्षेत्र थाना कोतवाली गान्जयाबाि का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
451,INDRAPURAM,GHAZIABAD,8043/2017,GHAZIABAD KOTWALI,,घटना क्षेत्र थाना कोतवाली का होने के कारण,,"INDRAPURAM ,GHAZIABAD ",28.6460176,77.3695166
